Category,ProductName,Total_Quantity_Sold,Total_Sales
Air Conditioners,Contoso Air conditioner 25000BTU L1672 White,17,10811.829999999998
Air Conditioners,Contoso Air conditioner 8000BTU M0320 Grey,17,6799.83
Air Conditioners,Proseware Air conditioner 6000BTU E180 Grey,17,3399.8300000000004
Camcorders,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Blue",17,14552.0
Car Video,SV Car Video AM/FM E1000 Silver,17,3383.0
Car Video,SV Car Video AM/FM E1001 Silver,17,3723.0
Car Video,SV Car Video TFT6.2W E6281 Brown,17,4403.0
Coffee Machines,Adventure Works Coffee Maker Super-Auto 12C X125 Silver,17,28050.0
Computers Accessories,Contoso Bluetooth Notebook Mouse E70 Silver,17,850.0
Computers Accessories,Contoso Optical USB Mouse M45 Black,17,866.83
Computers Accessories,Contoso Power Inverter - DC to AC power inverter E900 Black,17,161.5
Computers Accessories,Contoso Wireless Notebook Optical Mouse X205 Black,17,2209.1499999999996
Computers Accessories,SV Keyboard E90 Silver,17,709.4100000000001
Computers Accessories,SV PCI Network Adapter E903 Silver,17,713.83
Computers Accessories,SV Rechargeable Bluetooth Notebook Mouse E80 Grey,17,1019.83
Digital SLR Cameras,"Fabrikam SLR Camera 35"" M358 Green",17,5576.0
Fans,"Litware 16"" White Oscillating Stand Fan E701 Grey",17,494.5299999999999
Fans,Litware 80mm Dual Ball Bearing Case Fan E1001 Black,17,84.83000000000001
Home Theater System,Contoso Home Theater System 2.1 Channel M1210 Brown,17,5593.0
Home Theater System,Contoso Home Theater System 5.1 Channel M1500 Brown,17,7293.0
Home Theater System,Litware Home Theater System 5.1 Channel M515 Black,17,9673.0
Lamps,WWI Chandelier M615 Blue,17,3909.83
Lamps,WWI Floor Lamp M215 Silver,17,5763.0
Lamps,WWI Wall Lamp E315 Blue,17,1733.83
"Printers, Scanners & Fax",Proseware Fax phone E100 Grey,17,1479.0
Refrigerators,Litware Refrigerator 1.7CuFt E120 Brown,17,2209.83
Refrigerators,Litware Refrigerator 19CuFt M760 Blue,17,15283.0
Refrigerators,Litware Refrigerator 4.6CuFt E280 Grey,17,5099.83
Washers & Dryers,Contoso Washer & Dryer 15.5in E155 Silver,17,16983.0
Washers & Dryers,Contoso Washer & Dryer 15.5in E155 White,17,16983.0
Washers & Dryers,Contoso Washer & Dryer 21in E210 Red,17,27183.0
Washers & Dryers,Contoso Washer & Dryer 27in L270 Red,17,45084.0
Washers & Dryers,Litware Washer & Dryer 21in E214 Silver,17,27183.0
Washers & Dryers,Litware Washer & Dryer 24in M260 Blue,17,30906.0
Washers & Dryers,NT Washer & Dryer 24in M2400 Green,17,30921.300000000003
Air Conditioners,Proseware Air conditioner 8000BTU M320 Grey,18,7199.820000000001
Camcorders,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Black,18,7758.0
Camcorders,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Grey,18,7398.0
Car Video,SV Car Video LCD7W M7080 Brown,18,9000.0
Coffee Machines,Adventure Works Coffee Maker Super-Auto 12C X125 Black,18,29700.0
Coffee Machines,Contoso Coffee Maker Super-Auto 12C X1250 Grey,18,29700.0
Coffee Machines,Fabrikam Coffee Maker Super-Auto 12C X125 Black,18,29700.0
Computers Accessories,Contoso Battery charger - bike E200 White,18,358.19999999999993
Computers Accessories,Contoso Bluetooth Notebook Mouse X305 Silver,18,2700.0
Computers Accessories,Contoso Education Essentials Bundle M300 White,18,171.0
Computers Accessories,Contoso Multimedia Speakers M25 Blue,18,2322.0
Computers Accessories,Contoso Smart Battery M901 Grey,18,207.0
Computers Accessories,SV 500GB USB 2.0 Portable External Hard Drive X405 Pink,18,3222.0
Computers Accessories,SV PCI Network Adapter E905 Silver,18,755.82
Computers Accessories,SV USB Sync Charge Cable E700 Blue,18,35.82
Fans,Litware 180 CFM Vertical Discharge Fan X450 Red,18,3881.16
Fans,Litware 80mm Dual Ball Bearing Case Fan E1001 White,18,89.82
Fans,Litware 80mm LED Dual PCI Slot Fan E1501 White,18,557.8199999999999
Fans,Litware Desktop Wind Tower Oscillating Fan E1201 White,18,539.8199999999999
Fans,Litware Tower Fan E501 Black,18,719.82
Fans,Litware Tower Fan E501 White,18,719.82
Home Theater System,Contoso Home Theater System 2.1 Channel E1200 Silver,18,5382.0
Home Theater System,Contoso Home Theater System 2.1 Channel M1230 Black,18,6480.0
Home Theater System,Contoso Home Theater System 4.1 Channel M1410 Black,18,5922.0
Home Theater System,Litware Home Theater System 4.1 Channel M412 Brown,18,10242.0
Home Theater System,Litware Home Theater System 5.1 Channel M513 Black,18,12402.0
Home Theater System,Litware Home Theater System 5.1 Channel M514 Brown,18,10782.0
Home Theater System,Litware Home Theater System 7.1 Channel X711 Silver,18,19962.0
Lamps,Proseware Floor Lamp M0215 Black,18,6102.0
Lamps,WWI Floor Lamp M215 Black,18,6102.0
"Printers, Scanners & Fax",Proseware Photo Ink Jet Printer M100 White,18,2862.0
Refrigerators,Fabrikam Refrigerator 3.2CuFt E1600 Grey,18,5039.82
Refrigerators,Fabrikam Refrigerator 9.7CuFt M5600 Brown,18,8874.0
Refrigerators,Litware Refrigerator 4.6CuFt E280 Brown,18,5399.820000000001
Refrigerators,Litware Refrigerator 9.7CuFt M560 Grey,18,8874.0
Washers & Dryers,Contoso Washer & Dryer 27in L270 Blue,18,47736.0
Air Conditioners,Contoso Air conditioner 25000BTU L1672 Grey,19,12083.81
Air Conditioners,Contoso Air conditioner 7000BTU E0260 Blue,19,5699.8099999999995
Air Conditioners,Contoso Air conditioner 7000BTU E0260 Grey,19,5699.81
Air Conditioners,Contoso Air conditioner 7000BTU E0260 Silver,19,5699.8099999999995
Coffee Machines,Contoso Coffee Maker 5C E0900 Grey,19,2831.0
Coffee Machines,Contoso Coffee Maker Auto 10C M1000 Grey,19,14173.810000000001
Coffee Machines,Fabrikam Coffee Maker Auto 5C E090 Gold,19,3097.0
Computers Accessories,Contoso 90W AC/DC Power Adapter E300 Grey,19,226.10000000000002
Computers Accessories,Contoso ADSL Modem Splitter/Filter X 2 E200 Black,19,435.09999999999997
Computers Accessories,Contoso Desktop Alternative Bundle E200 White,19,218.5
Computers Accessories,Contoso Laptop Keyboard X105 Brown,19,4387.1
Computers Accessories,Contoso Notebook Peripheral Kit M69 White,19,313.5
Computers Accessories,Contoso Optical Wheel OEM PS/2 Mouse E60 White,19,247.0
Computers Accessories,Contoso USB Wave Multi-media Keyboard E280 Black,19,302.1
Computers Accessories,Contoso Wireless Laser Mouse M55 Silver,19,1329.81
Computers Accessories,SV USB Sync Charge Cable E700 Black,19,37.81
Digital Cameras,A. Datum Compact Digital Camera M200 Grey,19,2451.0
Digital SLR Cameras,A. Datum SLR Camera M140 Pink,19,5928.0
Home Theater System,Contoso Home Theater System 4.1 Channel M1420 Brown,19,9120.0
Home Theater System,Contoso Home Theater System 4.1 Channel M1420 Silver,19,9120.0
Home Theater System,Contoso Home Theater System 4.1 Channel M1420 White,19,9120.0
Home Theater System,Contoso Home Theater System 5.1 Channel M1510 White,19,9291.0
Home Theater System,Litware Home Theater System 5.1 Channel M515 Silver,19,10811.0
Home Theater System,Litware Home Theater System 5.1 Channel M516 Silver,19,11001.0
Lamps,Proseware Desk Lamp E0120 White,19,569.81
Lamps,Proseware Wall Lamp E0315 White,19,1937.81
Lamps,WWI Desk Lamp E120 White,19,569.81
Projectors & Screens,Contoso Projector 720p M620 Silver,19,13281.0
Projectors & Screens,Proseware Projector 480p LCD12 Silver,19,4351.0
Refrigerators,Litware Refrigerator 1.7CuFt E120 Silver,19,2469.8100000000004
Washers & Dryers,Litware Washer & Dryer 15.5in E150 Blue,19,18981.0
Washers & Dryers,Litware Washer & Dryer 24in M260 Green,19,34542.0
Washers & Dryers,NT Washer & Dryer 24in M2400 Blue,19,34559.100000000006
Washers & Dryers,NT Washer & Dryer 27in L2700 Green,19,50405.100000000006
Air Conditioners,Contoso Air conditioner 6000BTU E0180 Red,20,3999.8
Air Conditioners,Proseware Air conditioner 10000BTU M490 Grey,20,8599.8
Camcorders,"Fabrikam Independent Filmmaker 2/3"" 17mm X100 Blue",20,30400.0
Car Video,SV Car Video LCD7W M7082 Silver,20,13980.0
Car Video,SV Car Video LCD9.2W X9281 Black,20,17380.0
Car Video,SV Car Video TFT7 M7001 Silver,20,6180.0
Coffee Machines,Adventure Works Coffee Maker Auto 10C M100 White,20,14919.800000000001
Coffee Machines,Contoso Coffee Maker Auto 10C M1000 Black,20,14919.800000000003
Coffee Machines,Contoso Coffee Maker Auto 5C E0900 Black,20,3260.0
Coffee Machines,Contoso Coffee Maker Auto 5C E0900 Silver,20,3260.0
Coffee Machines,Fabrikam Coffee Maker 12C M100 Grey,20,8900.0
Coffee Machines,Fabrikam Coffee Maker Auto 10C M100 Black,20,14919.8
Coffee Machines,Fabrikam Coffee Maker Auto 10C M100 Silver,20,14919.8
Computers Accessories,Contoso Bluetooth Notebook Mouse E70 Black,20,1000.0
Computers Accessories,Contoso Car power adapter M90 Black,20,398.99999999999994
Computers Accessories,Contoso Connectivity Starter Kit Smart Buy M680 Grey,20,558.0
Computers Accessories,Contoso Digital camera accessory kit M200 Grey,20,477.99999999999994
Computers Accessories,Contoso Ultraportable Neoprene Sleeve E30 Pink,20,312.0
Digital SLR Cameras,Contoso SLR Camera M145 Blue,20,6860.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" X358 Orange",20,8724.0
Fans,Litware 18'' Oscillating Pedestal Fan M135 White,20,7000.0
Fans,Litware USB Durable Desk Soft Fan E1401 Red,20,600.0
Home Theater System,Contoso Home Theater System 4.1 Channel M1410 White,20,6580.0
Home Theater System,Contoso Home Theater System 7.1 Channel M1700 Black,20,17780.0
Home Theater System,Litware Home Theater System 5.1 Channel M512 Silver,20,13980.0
Lamps,Litware Wall Lamp E2015 White,20,2399.7999999999997
Lamps,Proseware Floor Lamp M0215 Blue,20,6780.0
"Printers, Scanners & Fax",Proseware Laser Fax Printer M250 White,20,2360.0
"Printers, Scanners & Fax",Proseware Professional Quality Plain-Paper Fax and Copier X100 Green,20,4580.0
Refrigerators,Fabrikam Refrigerator 1.7CuFt E1200 White,20,2599.8
Refrigerators,Litware Refrigerator 4.6CuFt E280 Orange,20,5999.799999999999
Refrigerators,Litware Refrigerator 9.7CuFt M560 Green,20,9860.0
Washers & Dryers,Contoso Washer & Dryer 21in E210 Blue,20,31980.0
Washers & Dryers,Contoso Washer & Dryer 25.5in M255 Red,20,39780.0
Washers & Dryers,Contoso Washer & Dryer 25.5in M255 Silver,20,39780.0
Washers & Dryers,Litware Washer & Dryer 21in E214 Blue,20,31980.0
Camcorders,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Grey,21,33180.0
Camcorders,Fabrikam Social Videographer 2/3'' 17mm E100 Black,21,3360.0
Car Video,SV Car Video LCD7W M7082 Black,21,14679.0
Computers Accessories,Contoso Battery charger - bike E200 Grey,21,417.8999999999999
Computers Accessories,Contoso Laptop Starter Bundle M200 Black,21,346.5
Computers Accessories,Contoso Wireless Laser Mouse E50 Black,21,440.16
Computers Accessories,Contoso Wireless Notebook Optical Mouse X205 White,21,2728.95
Computers Accessories,SV 500GB USB 2.0 Portable External Hard Drive X405 Black,21,3759.0
Computers Accessories,SV 500GB USB 2.0 Portable External Hard Drive X405 Blue,21,3759.0
Computers Accessories,SV 80GB USB2.0 Portable Hard Disk E500 Blue,21,2142.0
Computers Accessories,SV 80GB USB2.0 Portable Hard Disk E500 Red,21,2142.0
Digital Cameras,A. Datum Full Frame Digital Camera X300 Silver Grey,21,4851.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" M358 Gold",21,6888.0
Home Theater System,Contoso Home Theater System 2.1 Channel M1230 Silver,21,7560.0
Home Theater System,Contoso Home Theater System 4.1 Channel M1410 Silver,21,6909.0
Home Theater System,Contoso Home Theater System 5.1 Channel M1500 Silver,21,9009.0
Home Theater System,Litware Home Theater System 5.1 Channel M510 Silver,21,13419.0
Microwaves,Fabrikam Microwave 2.2CuFt M1250 Grey,21,4199.79
"Printers, Scanners & Fax",Proseware Laser Fax Printer M250 Green,21,2478.0
Projectors & Screens,Contoso Projector 480p M481 Silver,21,10479.0
Refrigerators,Fabrikam Refrigerator 1.7CuFt E1200 Blue,21,2729.79
Refrigerators,Fabrikam Refrigerator 19CuFt M7600 Brown,21,18879.0
Refrigerators,Fabrikam Refrigerator 3.2CuFt E1600 Orange,21,5879.789999999999
Refrigerators,Litware Refrigerator 1.7CuFt E120 Green,21,2729.79
Refrigerators,Litware Refrigerator 3.2CuFt E160 Orange,21,5879.79
Washers & Dryers,Contoso Washer & Dryer 24in M240 Green,21,38178.0
Washers & Dryers,NT Washer & Dryer 27in L2700 White,21,55710.9
Car Video,SV Car Video LCD7 M7003 Silver,22,8118.0
Car Video,SV Car Video TFT6.2W E6282 Black,22,5918.0
Coffee Machines,Adventure Works Coffee Maker 12C M100 Black,22,9790.0
Coffee Machines,Fabrikam Coffee Maker Super-Auto 12C X125 Grey,22,36300.0
Computers Accessories,Contoso ADSL Modem Splitter/Filter X 1 E100 White,22,393.79999999999995
Computers Accessories,Contoso Bright Light battery E20 White,22,591.8
Computers Accessories,Contoso Mouse Lock Bundle E200 Black,22,284.9
Computers Accessories,Contoso Wireless Laser Mouse M55 Black,22,1539.78
Digital Cameras,A. Datum Point Shoot Digital Camera M500 Silver,22,4356.0
Digital Cameras,A. Datum Super-zoom Digital Camera X300 Black,22,6380.0
Fans,Litware 18'' Adjustable Oscillating Pedestal Fan E301 Black,22,810.26
Fans,Litware 20'' Box Fan E401 Black,22,571.78
Fans,Litware 20'' Box Fan E401 Blue,22,571.78
Fans,Litware 3-Speed Oscillating High-Performance Fan E201 White,22,659.78
Fans,Litware USB Foam Fan E1301 Pink,22,439.7800000000001
MP4&MP3,Contoso 4GB Portable MP3 Player M450 Yellow,22,2110.9
Refrigerators,Fabrikam Refrigerator 3.2CuFt E1600 White,22,6159.779999999999
Refrigerators,Fabrikam Refrigerator 9.7CuFt M5600 Grey,22,10846.0
Refrigerators,Fabrikam Refrigerator 9.7CuFt M5600 Orange,22,10846.0
Refrigerators,Fabrikam Refrigerator 9.7CuFt M5600 White,22,10846.0
Refrigerators,Litware Refrigerator 3.2CuFt E160 Brown,22,6159.780000000001
Washers & Dryers,Contoso Washer & Dryer 25.5in M255 Green,22,43758.0
Washers & Dryers,Litware Washer & Dryer 15.5in E150 Silver,22,21978.0
Washers & Dryers,Litware Washer & Dryer 15.5in E150 White,22,21978.0
Camcorders,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,23,22954.0
Coffee Machines,Fabrikam Coffee Maker 4C E080 Grey,23,2987.7000000000003
Computers Accessories,Contoso Battery charger - bike E200 Black,23,457.69999999999993
Computers Accessories,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,23,687.6999999999998
Computers Accessories,Contoso Laptop Keyboard X105 Black,23,5310.700000000001
Computers Accessories,Contoso Ultraportable Neoprene Sleeve E30 Green,23,358.8
Computers Accessories,SV 512MB Laptop memory E800 Silver,23,781.77
Computers Accessories,SV 80GB USB2.0 Portable Hard Disk E500 Silver,23,2346.0
Computers Accessories,SV USB Data Cable E600 Grey,23,21.849999999999998
Digital Cameras,A. Datum Compact Digital Camera M200 Azure,23,2967.0
Digital Cameras,A. Datum Super-zoom Digital Camera X300 Green,23,6670.0
Digital SLR Cameras,Fabrikam SLR Camera X150 Orange,23,11051.5
Fans,"Litware 14"" High Velocity Floor Fan E801 White",23,1034.77
Home Theater System,Contoso Home Theater System 4.1 Channel M1410 Brown,23,7567.0
Lamps,Adventure Works Floor Lamp M2150 Blue,23,7797.0
"Printers, Scanners & Fax","Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey",23,3634.0
Refrigerators,Fabrikam Refrigerator 19CuFt M7600 Grey,23,20677.0
Refrigerators,Fabrikam Refrigerator 24.7CuFt X9800 Brown,23,73599.77
Refrigerators,Fabrikam Refrigerator 4.6CuFt E2800 Silver,23,6899.77
Washers & Dryers,Contoso Washer & Dryer 24in M240 Pink,23,41814.0
Air Conditioners,Contoso Air conditioner 5200BTU E0100 Silver,24,2639.7599999999998
Camcorders,"Fabrikam Social Videographer 1/2"" 3mm E300 Orange",24,4080.0
Camcorders,Fabrikam Trendsetter 1/2'' 3mm X300 Black,24,23976.0
Coffee Machines,Fabrikam Coffee Maker Auto 10C M100 White,24,17903.76
Computers Accessories,Contoso ADSL Modem Splitter/Filter X 3 E300 White,24,1269.6000000000001
Computers Accessories,Contoso Bright Light battery E20 Pink,24,645.5999999999998
Computers Accessories,Contoso Car power adapter M90 White,24,478.79999999999984
Computers Accessories,Contoso Connectivity Starter Kit Smart Buy M680 White,24,669.5999999999999
Computers Accessories,Contoso Leather Case - case for digital photo camera X20 White,24,957.5999999999998
Computers Accessories,Contoso Notebook Peripheral Kit M69 Black,24,396.0
Computers Accessories,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,24,312.0
Computers Accessories,Contoso USB 2.0 Dock Station docking station M800 Black,24,717.5999999999999
Computers Accessories,Contoso USB 2.0 Dock Station docking station M800 Grey,24,717.5999999999999
Computers Accessories,SV 40GB USB2.0 Portable Hard Disk E400 Yellow,24,1823.76
Computers Accessories,SV USB Sync Charge Cable E700 White,24,47.76
Computers Accessories,SV Wireless LAN PCI Network Card Adapter E902 Black,24,2376.0
Digital Cameras,A. Datum Compact Digital Camera M200 Black,24,3096.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" M358 Black",24,8112.0
Digital SLR Cameras,Fabrikam SLR Camera X147 Silver,24,15480.0
Fans,Litware 17'' Oscillating Pedestal Fan M125 Blue,24,5040.0
Fans,Litware 18'' Oscillating Pedestal Fan M135 Yellow,24,8400.0
Fans,Litware Desktop Wind Tower Oscillating Fan E1201 Brown,24,719.76
Home Theater System,Contoso Home Theater System 5.1 Channel M1530 Brown,24,9576.0
Home Theater System,Litware Home Theater System 2.1 Channel E211 Black,24,6477.599999999999
Lamps,Proseware Chandelier M0815 Blue,24,6444.0
Microwaves,Contoso Microwave 1.6CuFt M0125 Silver,24,4319.76
Microwaves,Fabrikam Microwave 1.6CuFt M1250 Grey,24,4319.76
Microwaves,Litware Microwave 0.8CuFt E080 Black,24,2279.7599999999998
Refrigerators,Fabrikam Refrigerator 19CuFt M7600 Orange,24,21576.0
Refrigerators,Litware Refrigerator 24.7CuFt X980 Brown,24,76799.76
Refrigerators,Litware Refrigerator 24.7CuFt X980 Grey,24,76799.76000000001
Washers & Dryers,NT Washer & Dryer 27in L2700 Silver,24,63669.600000000006
Air Conditioners,Proseware Air conditioner 10000BTU M490 Red,25,10749.75
Air Conditioners,Proseware Air conditioner 12000BTU M640 Silver,25,11499.75
Camcorders,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 White,25,15000.0
Camcorders,"Fabrikam Independent Filmmaker 1/3"" 8.5mm X200 Blue",25,38250.0
Car Video,SV Car Video TFT7 M7002 Brown,25,7975.0
Coffee Machines,Adventure Works Coffee Maker Auto 10C M100 Black,25,18649.75
Coffee Machines,Adventure Works Coffee Maker Auto 10C M100 Grey,25,18649.75
Coffee Machines,Contoso Coffee Maker Super-Auto 12C X1250 Silver,25,41250.0
Computers Accessories,Contoso Bright Light battery E20 blue,25,672.5
Computers Accessories,Contoso Dual USB Power Adapter - power adapter E300 Black,25,997.5
Computers Accessories,Contoso Laptop Starter Bundle M200 Grey,25,412.5
Computers Accessories,Contoso Power Inverter - DC to AC power inverter E900 Grey,25,237.5
Computers Accessories,Contoso Rechargeable Battery E100 Grey,25,323.75
Computers Accessories,Contoso USB Wave Multi-media Keyboard E280 Blue,25,397.5
