CustomerKey,FirstPurchase,LastPurchase,TotalOrders,CustomerStatus
151326,2021-02-20,2021-02-20,1,Inactive
151401,2020-09-24,2020-09-24,1,Inactive
151499,2018-09-18,2019-11-04,2,Inactive
151589,2018-11-02,2018-11-02,1,Inactive
151628,2018-10-17,2019-12-03,3,Inactive
151851,2018-10-09,2018-10-09,1,Inactive
151986,2019-11-16,2019-11-16,1,Inactive
152009,2019-10-30,2019-10-30,1,Inactive
152270,2019-05-22,2019-05-22,1,Inactive
152342,2018-06-29,2018-06-29,1,Inactive
152438,2018-12-11,2019-12-03,4,Inactive
152445,2019-01-03,2019-01-03,1,Inactive
152908,2017-07-22,2017-07-22,1,Inactive
154042,2019-12-14,2020-11-05,2,Inactive
154163,2019-02-18,2019-02-18,1,Inactive
154611,2018-12-14,2018-12-14,1,Inactive
154891,2018-10-26,2019-10-05,2,Inactive
154973,2018-02-20,2018-02-20,1,Inactive
155350,2018-12-29,2020-06-09,2,Inactive
155388,2018-12-22,2018-12-22,1,Inactive
155611,2021-01-09,2021-01-09,1,Inactive
155656,2020-08-20,2020-08-20,1,Inactive
155797,2017-01-12,2017-01-12,1,Inactive
156006,2018-11-30,2018-11-30,1,Inactive
156070,2020-10-03,2020-10-03,1,Inactive
156286,2017-12-14,2019-12-19,2,Inactive
156399,2018-09-07,2018-09-07,1,Inactive
156795,2016-12-20,2018-11-19,3,Inactive
156814,2018-05-22,2018-05-22,1,Inactive
156902,2020-10-19,2020-10-19,1,Inactive
157171,2016-09-28,2016-09-28,1,Inactive
157872,2018-09-24,2018-10-23,2,Inactive
158179,2016-09-19,2016-09-19,1,Inactive
158191,2019-06-05,2019-06-05,1,Inactive
158349,2019-06-20,2019-06-20,1,Inactive
158951,2017-10-05,2019-12-24,2,Inactive
159123,2017-02-11,2019-02-23,2,Inactive
159137,2017-08-16,2017-08-16,1,Inactive
159242,2019-08-10,2019-08-10,1,Inactive
159255,2020-06-24,2020-06-24,1,Inactive
159270,2019-09-25,2019-09-25,1,Inactive
159547,2019-06-28,2020-10-10,2,Inactive
159816,2019-09-21,2019-09-21,1,Inactive
160124,2019-12-21,2019-12-21,1,Inactive
160533,2019-03-05,2019-03-05,1,Inactive
160624,2019-11-05,2020-08-11,2,Inactive
160804,2019-05-17,2019-12-17,2,Inactive
161038,2020-11-26,2020-11-26,1,Inactive
161095,2017-10-26,2019-10-19,4,Inactive
161286,2017-01-19,2019-01-07,3,Inactive
161493,2016-08-03,2016-08-03,1,Inactive
161613,2019-02-23,2019-02-23,1,Inactive
161742,2018-12-14,2019-12-18,2,Inactive
161879,2020-03-06,2020-12-23,2,Inactive
161962,2016-05-10,2016-05-10,1,Inactive
162091,2019-03-12,2019-03-12,1,Inactive
162181,2018-05-25,2018-05-25,1,Inactive
162300,2018-02-20,2018-05-17,2,Inactive
162355,2017-04-26,2017-04-26,1,Inactive
162784,2019-10-16,2020-02-19,2,Inactive
162905,2016-10-11,2016-10-11,1,Inactive
163186,2019-10-31,2019-10-31,1,Inactive
163416,2020-06-08,2020-06-08,1,Inactive
163706,2019-06-22,2019-07-20,2,Inactive
163849,2021-01-19,2021-01-19,1,Inactive
163999,2019-06-25,2019-06-25,1,Inactive
164129,2017-12-26,2017-12-26,1,Inactive
164579,2016-10-05,2016-10-05,1,Inactive
165032,2017-09-28,2018-02-28,3,Inactive
165336,2020-02-01,2020-02-01,1,Inactive
165581,2019-08-13,2019-08-29,2,Inactive
165611,2018-12-09,2018-12-09,1,Inactive
165649,2018-02-12,2018-02-12,1,Inactive
165801,2020-03-14,2020-03-14,1,Inactive
166366,2017-06-15,2017-06-15,1,Inactive
166456,2018-12-06,2019-12-03,2,Inactive
166599,2018-12-20,2019-05-20,2,Inactive
166813,2017-08-14,2019-12-18,4,Inactive
166838,2018-08-14,2018-08-14,1,Inactive
167115,2020-05-16,2020-05-16,1,Inactive
167153,2020-06-26,2020-06-26,1,Inactive
167214,2019-11-20,2021-01-21,2,Inactive
167257,2019-12-19,2019-12-19,1,Inactive
167382,2020-03-12,2020-03-12,1,Inactive
167441,2017-10-14,2017-10-14,1,Inactive
167444,2020-08-19,2020-08-19,1,Inactive
167874,2018-12-08,2018-12-08,1,Inactive
167962,2020-01-13,2020-01-13,1,Inactive
168089,2019-10-05,2019-10-18,2,Inactive
168899,2016-08-13,2020-01-28,2,Inactive
169067,2018-12-22,2018-12-22,1,Inactive
169470,2018-07-09,2018-07-21,2,Inactive
169633,2019-07-30,2019-07-30,1,Inactive
170077,2018-10-03,2019-10-13,2,Inactive
170467,2019-11-02,2019-11-02,1,Inactive
171030,2019-05-18,2019-05-18,1,Inactive
171237,2020-01-23,2020-01-23,1,Inactive
171253,2019-02-04,2019-03-08,2,Inactive
172387,2019-07-12,2019-07-12,1,Inactive
173245,2019-11-09,2019-11-09,1,Inactive
174176,2018-06-19,2020-09-23,4,Inactive
174622,2016-01-09,2019-09-14,2,Inactive
174819,2019-05-25,2019-05-25,1,Inactive
175184,2018-09-05,2018-09-05,1,Inactive
175282,2016-10-22,2018-10-15,2,Inactive
175310,2020-05-26,2020-05-26,1,Inactive
175556,2019-07-25,2019-07-25,1,Inactive
175741,2019-08-24,2019-08-24,1,Inactive
176310,2019-07-19,2019-07-19,1,Inactive
176531,2019-02-22,2019-02-22,1,Inactive
176800,2017-10-06,2017-10-06,1,Inactive
176813,2017-10-19,2017-10-19,1,Inactive
177231,2017-05-05,2017-05-05,1,Inactive
177687,2019-11-09,2019-11-09,1,Inactive
177969,2020-05-09,2020-05-09,1,Inactive
178133,2016-12-13,2019-05-14,2,Inactive
178265,2018-12-19,2018-12-19,1,Inactive
178302,2018-12-05,2019-07-31,2,Inactive
178612,2020-05-21,2020-05-21,1,Inactive
178780,2018-12-20,2019-06-03,2,Inactive
179144,2017-02-03,2019-02-09,2,Inactive
179278,2018-08-02,2018-08-02,1,Inactive
179287,2019-12-24,2019-12-24,1,Inactive
179431,2017-12-30,2019-08-24,2,Inactive
180348,2017-10-28,2017-10-28,1,Inactive
180599,2020-03-13,2020-03-13,1,Inactive
180605,2016-12-19,2019-05-01,3,Inactive
180678,2018-02-17,2021-01-06,3,Inactive
180820,2019-09-10,2019-09-10,1,Inactive
181317,2018-12-13,2018-12-13,1,Inactive
181488,2018-11-27,2018-12-07,2,Inactive
181622,2019-05-01,2019-05-01,1,Inactive
181881,2018-12-04,2019-07-25,2,Inactive
181892,2019-11-06,2019-11-06,1,Inactive
182177,2018-10-25,2018-10-25,1,Inactive
182186,2017-07-01,2019-01-26,2,Inactive
182208,2017-11-11,2017-11-11,1,Inactive
183169,2019-08-27,2020-08-05,3,Inactive
183264,2016-01-05,2019-12-31,3,Inactive
183354,2020-12-05,2020-12-05,1,Inactive
183954,2020-11-04,2020-11-04,1,Inactive
184327,2018-06-04,2018-06-04,1,Inactive
185061,2020-02-19,2020-02-19,1,Inactive
185180,2016-10-24,2020-06-03,4,Inactive
185409,2019-01-08,2019-01-08,1,Inactive
186136,2017-10-05,2019-10-14,2,Inactive
186193,2020-04-25,2020-04-25,1,Inactive
186266,2019-01-03,2019-01-03,1,Inactive
186798,2018-09-11,2018-09-11,1,Inactive
186894,2016-01-29,2020-12-23,4,Inactive
186985,2019-05-11,2019-05-11,1,Inactive
187301,2019-12-28,2019-12-28,1,Inactive
187349,2019-09-07,2019-09-07,1,Inactive
187544,2018-12-29,2018-12-29,1,Inactive
187653,2020-02-07,2020-02-20,2,Inactive
187750,2019-09-11,2019-11-18,2,Inactive
188311,2019-06-08,2019-06-08,1,Inactive
188404,2019-02-04,2019-02-16,2,Inactive
188670,2019-06-21,2020-01-28,2,Inactive
188712,2016-05-19,2016-05-19,1,Inactive
189113,2020-02-07,2020-02-07,1,Inactive
189414,2019-01-08,2019-01-08,1,Inactive
189459,2019-02-26,2019-02-26,1,Inactive
190347,2020-01-03,2020-01-03,1,Inactive
190882,2016-05-04,2020-09-26,2,Inactive
190919,2019-05-27,2021-01-02,2,Inactive
190944,2019-01-01,2019-12-27,3,Inactive
191211,2019-12-20,2020-05-27,2,Inactive
191711,2017-11-04,2017-11-04,1,Inactive
192139,2018-01-11,2018-01-11,1,Inactive
192200,2019-08-24,2019-10-15,2,Inactive
192425,2018-12-18,2021-01-07,3,Inactive
192428,2017-06-13,2017-06-13,1,Inactive
192436,2019-10-05,2019-10-05,1,Inactive
192466,2019-12-21,2019-12-21,1,Inactive
193216,2016-01-09,2016-01-09,1,Inactive
193445,2017-02-07,2017-02-07,1,Inactive
193458,2019-03-14,2019-03-14,1,Inactive
193847,2018-01-03,2018-01-03,1,Inactive
193929,2019-09-23,2019-10-15,2,Inactive
194226,2017-02-18,2020-01-02,2,Inactive
194279,2021-01-02,2021-01-02,1,Inactive
194359,2018-05-16,2019-04-30,2,Inactive
194510,2020-06-11,2020-06-11,1,Inactive
195521,2016-01-07,2016-01-07,1,Inactive
195613,2020-06-08,2020-06-08,1,Inactive
196161,2019-12-24,2019-12-24,1,Inactive
196288,2018-05-17,2018-05-17,1,Inactive
196331,2018-11-01,2018-11-01,1,Inactive
196921,2017-09-02,2019-01-23,2,Inactive
197088,2019-12-17,2019-12-17,1,Inactive
197192,2019-12-17,2020-06-17,2,Inactive
197212,2019-07-18,2019-08-26,2,Inactive
197655,2017-12-20,2017-12-20,1,Inactive
198128,2020-07-12,2020-07-12,1,Inactive
198616,2019-04-29,2019-04-29,1,Inactive
198627,2018-06-28,2018-06-28,1,Inactive
198716,2019-11-04,2019-11-04,1,Inactive
199120,2016-11-09,2018-09-24,2,Inactive
199288,2016-09-20,2016-09-20,1,Inactive
200208,2018-10-05,2020-08-04,3,Inactive
200370,2020-03-13,2020-03-13,1,Inactive
200727,2016-12-30,2020-06-18,3,Inactive
200765,2020-03-07,2020-03-07,1,Inactive
200860,2019-10-29,2019-10-29,1,Inactive
200903,2016-05-10,2016-05-10,1,Inactive
200992,2016-02-17,2016-02-17,1,Inactive
201299,2016-06-01,2020-01-24,3,Inactive
201664,2018-06-17,2019-12-25,3,Inactive
201709,2016-12-16,2016-12-16,1,Inactive
201728,2017-07-19,2017-07-19,1,Inactive
201865,2019-03-09,2019-12-21,2,Inactive
202220,2019-02-01,2019-06-05,2,Inactive
202290,2018-12-25,2020-02-01,4,Inactive
202552,2016-12-06,2016-12-06,1,Inactive
202626,2019-01-26,2019-01-26,1,Inactive
203076,2016-11-23,2016-11-23,1,Inactive
203191,2018-03-10,2021-01-06,3,Inactive
203836,2017-07-19,2019-08-30,2,Inactive
203916,2019-06-29,2019-06-29,1,Inactive
204030,2018-12-31,2018-12-31,1,Inactive
204136,2019-02-25,2020-02-01,3,Inactive
204149,2018-07-28,2020-12-22,2,Inactive
204488,2019-09-02,2019-09-02,1,Inactive
204502,2016-11-24,2018-06-26,2,Inactive
205077,2016-01-23,2019-12-09,5,Inactive
205194,2018-07-06,2018-07-06,1,Inactive
205333,2019-02-06,2019-02-08,2,Inactive
205476,2016-11-05,2020-11-07,3,Inactive
205480,2018-10-06,2018-10-06,1,Inactive
205510,2018-04-27,2018-04-27,1,Inactive
205762,2019-05-16,2020-12-16,2,Inactive
205862,2016-09-16,2018-11-03,2,Inactive
205955,2017-12-28,2017-12-28,1,Inactive
206055,2016-08-09,2016-08-09,1,Inactive
206133,2020-07-22,2020-07-22,1,Inactive
206185,2019-01-04,2019-11-16,2,Inactive
206407,2016-06-08,2016-06-08,1,Inactive
206450,2020-05-04,2020-05-04,1,Inactive
206717,2016-02-27,2016-02-27,1,Inactive
207200,2017-01-11,2019-12-05,2,Inactive
207476,2018-06-20,2018-06-20,1,Inactive
207552,2018-05-16,2018-05-16,1,Inactive
207775,2020-02-20,2020-02-20,1,Inactive
207855,2016-06-17,2018-10-30,2,Inactive
207996,2019-08-17,2019-08-17,1,Inactive
208037,2019-02-16,2019-12-23,3,Inactive
208195,2019-12-22,2019-12-22,1,Inactive
208556,2016-02-25,2016-12-07,2,Inactive
208682,2020-04-28,2020-04-28,1,Inactive
208720,2019-06-05,2019-07-18,2,Inactive
208825,2017-02-24,2019-05-27,2,Inactive
208987,2020-11-13,2020-11-13,1,Inactive
209171,2017-09-28,2018-08-22,2,Inactive
209360,2017-02-23,2017-02-23,1,Inactive
209529,2019-06-01,2019-10-19,2,Inactive
209628,2018-05-10,2018-05-10,1,Inactive
209685,2018-06-07,2018-06-07,1,Inactive
209872,2017-02-11,2020-02-05,2,Inactive
209922,2018-11-29,2020-02-26,4,Inactive
209990,2016-01-02,2019-08-07,3,Inactive
210267,2018-06-21,2020-11-14,3,Inactive
210310,2019-11-21,2020-01-01,2,Inactive
210320,2018-02-14,2018-02-14,1,Inactive
210538,2018-01-24,2018-01-24,1,Inactive
210689,2016-10-20,2016-10-20,1,Inactive
210936,2019-06-06,2019-06-06,1,Inactive
211057,2018-06-20,2020-02-27,2,Inactive
211067,2018-02-22,2020-05-27,2,Inactive
211214,2016-06-11,2019-05-26,2,Inactive
211486,2019-11-14,2019-12-27,3,Inactive
211740,2018-05-29,2019-12-07,3,Inactive
211746,2016-02-15,2018-12-22,5,Inactive
211809,2017-02-13,2019-05-03,3,Inactive
211855,2018-11-03,2018-11-03,1,Inactive
211862,2018-02-28,2018-02-28,1,Inactive
211938,2020-01-15,2020-01-15,1,Inactive
212119,2018-05-19,2018-05-19,1,Inactive
212167,2019-02-14,2020-01-24,2,Inactive
212281,2016-09-21,2021-02-13,3,Inactive
212385,2018-11-01,2019-05-14,2,Inactive
212807,2019-02-22,2020-07-09,2,Inactive
212881,2019-01-02,2021-02-02,4,Inactive
213157,2018-03-15,2018-03-15,1,Inactive
213183,2019-05-01,2019-05-01,1,Inactive
213262,2016-10-29,2016-10-29,1,Inactive
213636,2018-05-16,2018-05-16,1,Inactive
213806,2017-11-23,2019-12-02,2,Inactive
213985,2016-02-16,2020-02-21,3,Inactive
214969,2020-05-29,2020-05-29,1,Inactive
215067,2017-12-07,2018-11-01,2,Inactive
215139,2018-01-05,2020-12-17,3,Inactive
215236,2017-05-08,2017-05-08,1,Inactive
215351,2019-08-22,2019-08-22,1,Inactive
215523,2019-08-09,2019-08-09,1,Inactive
215600,2016-09-17,2019-12-05,2,Inactive
215852,2020-01-28,2020-01-28,1,Inactive
215878,2016-05-11,2016-10-08,2,Inactive
215895,2017-12-30,2019-11-02,3,Inactive
215948,2019-01-04,2019-12-20,2,Inactive
215955,2020-01-11,2020-01-11,1,Inactive
216267,2018-06-09,2019-11-13,4,Inactive
216372,2018-05-05,2019-01-03,3,Inactive
216550,2016-01-30,2020-02-14,4,Inactive
216812,2021-01-15,2021-01-15,1,Inactive
217000,2016-09-10,2016-09-10,1,Inactive
217020,2017-08-29,2018-11-25,2,Inactive
217102,2016-02-25,2019-09-25,3,Inactive
217405,2017-12-23,2019-12-19,2,Inactive
217424,2017-03-14,2017-03-14,1,Inactive
217762,2018-05-30,2019-10-19,2,Inactive
217859,2019-06-01,2019-06-01,1,Inactive
217910,2019-06-21,2019-11-18,3,Inactive
218278,2019-01-24,2019-01-24,1,Inactive
218298,2017-07-05,2019-12-30,3,Inactive
218530,2017-01-09,2019-09-19,2,Inactive
218565,2018-11-14,2018-11-14,1,Inactive
218961,2016-04-25,2020-01-08,3,Inactive
219073,2018-11-17,2018-12-26,2,Inactive
219098,2019-12-30,2019-12-30,1,Inactive
219411,2017-12-14,2017-12-14,1,Inactive
219561,2020-12-30,2020-12-30,1,Inactive
219940,2018-11-19,2018-11-19,1,Inactive
219959,2017-09-18,2020-02-27,4,Inactive
220034,2019-09-21,2019-09-21,1,Inactive
220324,2018-12-28,2018-12-28,1,Inactive
220411,2018-06-23,2018-06-23,1,Inactive
220463,2017-08-30,2020-02-10,2,Inactive
220519,2018-01-10,2018-12-27,2,Inactive
220543,2019-07-19,2020-01-16,2,Inactive
220612,2016-12-24,2016-12-24,1,Inactive
220723,2018-01-04,2020-06-06,3,Inactive
220755,2018-12-29,2021-01-04,2,Inactive
220756,2019-08-31,2019-08-31,1,Inactive
220775,2018-10-06,2018-10-06,1,Inactive
220902,2017-08-10,2019-02-16,2,Inactive
221062,2019-01-24,2019-12-07,2,Inactive
221326,2019-02-20,2019-02-20,1,Inactive
221410,2017-09-04,2019-12-04,2,Inactive
221602,2017-11-11,2017-11-11,1,Inactive
221851,2019-11-27,2019-11-27,1,Inactive
221924,2018-05-12,2018-05-12,1,Inactive
222287,2019-01-04,2019-08-17,2,Inactive
222512,2020-05-22,2020-05-22,1,Inactive
222617,2018-03-17,2019-02-09,2,Inactive
222847,2019-09-30,2019-12-31,2,Inactive
222999,2016-07-04,2016-07-04,1,Inactive
223081,2016-05-11,2016-05-11,1,Inactive
223142,2018-07-02,2018-07-02,1,Inactive
223555,2017-08-08,2017-08-08,1,Inactive
223761,2019-01-31,2020-01-15,4,Inactive
223904,2019-01-11,2019-01-11,1,Inactive
224035,2019-01-03,2020-05-12,4,Inactive
224111,2016-02-11,2021-02-18,8,Inactive
224376,2019-02-01,2019-12-18,3,Inactive
224416,2016-07-13,2016-07-13,1,Inactive
224418,2018-11-06,2018-11-06,1,Inactive
224434,2016-01-22,2017-02-23,2,Inactive
224588,2019-06-04,2019-06-04,1,Inactive
225285,2017-08-29,2017-08-29,1,Inactive
225768,2016-06-04,2016-10-15,2,Inactive
226013,2017-02-02,2018-11-09,2,Inactive
226220,2016-07-12,2019-06-15,4,Inactive
226576,2019-08-21,2020-06-26,2,Inactive
226740,2018-10-04,2020-08-20,2,Inactive
226833,2018-12-26,2020-09-24,3,Inactive
227116,2016-11-16,2016-11-16,1,Inactive
227281,2019-01-18,2019-08-22,3,Inactive
227338,2017-05-16,2020-12-11,2,Inactive
227416,2018-12-10,2018-12-10,1,Inactive
227564,2017-06-24,2017-06-24,1,Inactive
227565,2017-09-22,2019-09-07,2,Inactive
227646,2017-05-30,2018-02-24,4,Inactive
227654,2017-12-16,2017-12-16,1,Inactive
227656,2017-07-14,2020-06-24,2,Inactive
227898,2016-05-20,2018-07-10,4,Inactive
227946,2019-01-10,2019-01-10,1,Inactive
228402,2018-08-15,2019-12-18,4,Inactive
228413,2018-06-25,2018-06-25,1,Inactive
228792,2017-07-20,2018-12-13,3,Inactive
228850,2016-05-14,2016-05-14,1,Inactive
229084,2020-09-21,2020-09-21,1,Inactive
229104,2019-08-29,2019-08-29,1,Inactive
229251,2018-03-09,2018-12-16,2,Inactive
229286,2020-02-26,2020-02-26,1,Inactive
229582,2018-08-17,2020-02-24,2,Inactive
229838,2016-11-19,2019-10-14,4,Inactive
229939,2017-09-22,2017-09-22,1,Inactive
229949,2017-10-13,2019-09-26,2,Inactive
230391,2017-01-14,2020-09-23,2,Inactive
230405,2018-10-04,2019-06-21,2,Inactive
230521,2018-08-25,2020-02-01,2,Inactive
230598,2020-02-08,2020-02-08,1,Inactive
231898,2019-12-07,2019-12-07,1,Inactive
231984,2017-07-05,2019-10-29,4,Inactive
231997,2018-03-07,2018-03-07,1,Inactive
232195,2018-01-25,2018-01-25,1,Inactive
232586,2017-12-02,2018-09-05,3,Inactive
232588,2019-07-23,2019-07-23,1,Inactive
232740,2019-08-10,2019-08-10,1,Inactive
232998,2019-11-06,2019-11-21,2,Inactive
233477,2019-12-26,2019-12-26,1,Inactive
233565,2020-03-10,2020-03-10,1,Inactive
233567,2019-09-17,2019-09-17,1,Inactive
233698,2017-12-22,2017-12-22,1,Inactive
233855,2017-05-20,2017-05-20,1,Inactive
233904,2019-01-03,2020-02-10,3,Inactive
234326,2018-02-28,2019-07-11,3,Inactive
234648,2018-06-02,2019-06-08,2,Inactive
234726,2016-09-03,2020-08-04,3,Inactive
235050,2018-02-15,2018-02-15,1,Inactive
235116,2019-11-10,2019-11-10,1,Inactive
235133,2016-11-01,2021-01-01,4,Inactive
235534,2019-08-17,2019-08-30,2,Inactive
235730,2018-07-16,2018-07-16,1,Inactive
235891,2020-12-10,2020-12-10,1,Inactive
236161,2019-01-04,2019-01-18,2,Inactive
236612,2018-10-01,2020-07-22,4,Inactive
236812,2017-05-17,2017-05-17,1,Inactive
236863,2019-06-01,2019-06-01,1,Inactive
237541,2018-05-26,2018-10-10,2,Inactive
237557,2016-09-21,2017-01-06,2,Inactive
237725,2019-01-14,2019-12-19,3,Inactive
238065,2017-11-01,2019-08-15,2,Inactive
238069,2018-03-06,2018-03-06,1,Inactive
238385,2018-12-22,2018-12-22,1,Inactive
238625,2020-02-13,2020-02-13,1,Inactive
238678,2019-02-14,2019-02-14,1,Inactive
239066,2016-03-07,2021-02-01,5,Inactive
239126,2016-12-03,2019-06-22,3,Inactive
239134,2016-09-20,2021-01-13,3,Inactive
239187,2018-12-02,2018-12-02,1,Inactive
239297,2021-02-11,2021-02-11,1,Inactive
239424,2020-01-08,2020-01-08,1,Inactive
239502,2016-08-01,2016-08-01,1,Inactive
239571,2017-12-21,2020-01-17,5,Inactive
239647,2016-01-09,2017-07-07,4,Inactive
239991,2019-09-10,2020-07-03,2,Inactive
240017,2019-12-23,2019-12-23,1,Inactive
240085,2017-05-04,2017-09-26,2,Inactive
240328,2019-06-23,2019-08-05,2,Inactive
240341,2017-08-28,2018-01-08,2,Inactive
240347,2019-06-26,2020-06-13,2,Inactive
240370,2020-05-15,2020-05-15,1,Inactive
240527,2016-09-19,2016-09-19,1,Inactive
240595,2016-10-24,2019-11-14,2,Inactive
240609,2016-09-23,2016-09-23,1,Inactive
240858,2019-07-07,2019-07-07,1,Inactive
241006,2017-05-13,2020-02-15,3,Inactive
241230,2018-02-06,2019-10-16,3,Inactive
241365,2019-10-26,2020-01-11,2,Inactive
241436,2018-06-21,2020-02-22,2,Inactive
241450,2016-02-21,2016-02-21,1,Inactive
241513,2018-12-15,2019-12-18,3,Inactive
241610,2016-12-28,2016-12-28,1,Inactive
241760,2017-06-10,2019-12-18,2,Inactive
241885,2017-12-08,2019-07-18,2,Inactive
242098,2018-02-21,2020-06-13,3,Inactive
242542,2016-11-10,2021-01-07,5,Inactive
242571,2017-06-13,2020-02-24,2,Inactive
242781,2019-01-10,2019-01-10,1,Inactive
242897,2019-08-02,2019-12-02,2,Inactive
242901,2017-12-07,2021-01-16,4,Inactive
242920,2016-09-05,2016-09-05,1,Inactive
243036,2018-02-19,2019-03-12,2,Inactive
243209,2016-11-24,2019-02-18,2,Inactive
243332,2020-03-12,2020-03-12,1,Inactive
243341,2019-08-24,2019-08-24,1,Inactive
243543,2019-12-28,2020-06-09,2,Inactive
243747,2020-09-14,2020-09-14,1,Inactive
243799,2020-06-02,2020-06-02,1,Inactive
243917,2016-01-02,2016-01-02,1,Inactive
244193,2018-06-30,2019-12-14,4,Inactive
244320,2016-10-19,2016-10-19,1,Inactive
244323,2020-01-15,2020-01-15,1,Inactive
244465,2020-02-08,2020-02-08,1,Inactive
244545,2020-10-06,2020-10-06,1,Inactive
244921,2017-03-09,2019-11-02,3,Inactive
244936,2019-09-11,2019-09-11,1,Inactive
245017,2019-07-13,2019-07-13,1,Inactive
245143,2019-09-26,2020-02-08,2,Inactive
245649,2017-01-18,2017-01-18,1,Inactive
245739,2017-12-22,2020-08-14,3,Inactive
245912,2016-01-14,2020-01-22,3,Inactive
245936,2019-10-10,2019-10-10,1,Inactive
246420,2018-10-04,2020-03-03,4,Inactive
246656,2019-01-12,2019-01-12,1,Inactive
246888,2016-02-17,2019-08-08,3,Inactive
247032,2017-09-27,2020-02-18,3,Inactive
247129,2017-03-10,2019-12-30,5,Inactive
247132,2016-01-19,2020-07-06,2,Inactive
247443,2018-10-24,2019-04-25,2,Inactive
247706,2019-10-01,2019-10-01,1,Inactive
247866,2017-12-09,2018-11-26,2,Inactive
247966,2017-11-06,2019-07-12,3,Inactive
247971,2016-12-17,2020-03-12,4,Inactive
248178,2018-12-28,2020-12-30,3,Inactive
248406,2019-02-19,2020-08-27,2,Inactive
248476,2019-01-05,2019-12-31,3,Inactive
248555,2018-12-29,2021-01-05,3,Inactive
248607,2016-11-05,2019-03-07,3,Inactive
248677,2016-12-27,2018-06-15,2,Inactive
248690,2017-11-18,2017-11-18,1,Inactive
249261,2016-09-03,2018-09-01,3,Inactive
249269,2018-05-10,2018-05-10,1,Inactive
249320,2018-09-04,2018-09-04,1,Inactive
249397,2020-08-24,2020-08-24,1,Inactive
249578,2018-07-27,2019-10-17,3,Inactive
249893,2016-09-28,2016-09-28,1,Inactive
249956,2018-09-04,2018-09-04,1,Inactive
250052,2018-06-23,2020-01-07,2,Inactive
250176,2016-09-06,2016-09-06,1,Inactive
250194,2019-05-31,2019-05-31,1,Inactive
250884,2018-05-19,2019-12-18,3,Inactive
250944,2016-01-30,2020-06-22,4,Inactive
250990,2017-10-04,2017-10-04,1,Inactive
251045,2017-12-05,2017-12-05,1,Inactive
251069,2019-12-21,2019-12-21,1,Inactive
251084,2018-07-10,2021-01-29,3,Inactive
251282,2018-05-10,2018-05-10,1,Inactive
251587,2018-08-13,2018-08-13,1,Inactive
251670,2018-06-14,2018-06-14,1,Inactive
252272,2020-05-08,2020-05-08,1,Inactive
252545,2018-02-24,2019-05-08,3,Inactive
252769,2019-01-14,2020-05-21,2,Inactive
253141,2018-05-11,2019-01-07,3,Inactive
253233,2016-01-25,2017-07-22,2,Inactive
